X,Y,OBJECTID,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,SERVICEREQUESTID,PRIORITY,STREETADDRESS,XCOORD,YCOORD,LATITUDE,LONGITUDE,CITY,STATE,ZIPCODE,MARADDRESSREPOSITORYID,WARD
-76.928349461706318,38.903911466771234,612,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-18T10:19:32.000Z,,2018-08-07T10:19:00.000Z,2018-07-18T10:19:32.000Z,Y,,,OPEN,OPEN,18-00383527,STANDARD,1005 50TH STREET NE,406215.1,137341.08,38.90390401,-76.9283472,WASHINGTON,DC,20019,76319,7
-77.019736106842643,38.941152449509886,613,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-05T10:27:43.000Z,,2018-07-25T10:27:00.000Z,2018-07-05T10:27:43.000Z,Y,,,OPEN,OPEN,18-00354196,STANDARD,513 TAYLOR STREET NW,398289.2,141472.89,38.94114499,-77.01973381,WASHINGTON,DC,20011,247555,4
-77.008725038815285,38.92217706910241,614,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-01T20:04:17.000Z,2018-07-05T07:59:33.000Z,2018-07-20T17:00:00.000Z,2018-07-01T20:04:17.000Z,Y,2018-07-05T07:59:00.000Z,,CLOSED,CLOSED,18-00346915,STANDARD,2427 NORTH CAPITOL STREET NE,399243.59,139366.31,38.92216961,-77.00872275,WASHINGTON,DC,20002,47108,5
-77.068595027843031,38.913882026613507,615,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-03T06:42:29.000Z,2018-07-05T15:06:48.000Z,2018-07-23T17:00:00.000Z,2018-07-03T06:42:29.000Z,Y,2018-07-05T15:06:00.000Z,,CLOSED,CLOSED,18-00349834,STANDARD,3417 R STREET NW,394051.16,138447.69,38.91387457,-77.06859272,WASHINGTON,DC,20007,273605,2
-77.029370099543527,38.917843040152867,616,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-28T11:32:42.000Z,2018-07-03T07:00:25.000Z,2018-07-19T11:32:00.000Z,2018-06-28T11:32:42.000Z,Y,2018-07-03T07:00:00.000Z,,CLOSED,CLOSED,18-00340867,STANDARD,2029 13TH STREET NW,397453.16,138885.57,38.91783558,-77.02936781,WASHINGTON,DC,20009,240802,1
-77.038590244234953,38.932987487206887,617,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-29T08:49:21.000Z,2018-07-03T07:02:17.000Z,2018-07-19T17:00:00.000Z,2018-06-29T08:49:21.000Z,Y,2018-07-03T07:02:00.000Z,,CLOSED,CLOSED,18-00342825,STANDARD,3315 17TH STREET NW,396654.28,140567.03,38.93298003,-77.03858795,WASHINGTON,DC,20010,233570,1
-77.03320761539085,38.91431696113812,618,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-17T16:13:39.000Z,,2018-08-06T16:13:00.000Z,2018-07-17T16:13:39.000Z,Y,,,OPEN,OPEN,18-00382285,STANDARD,1429 S STREET NW,397120.22,138494.26,38.91430951,-77.03320532,WASHINGTON,DC,20009,218275,2
-77.005883742594804,38.965721322029346,619,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-05T10:29:59.000Z,2018-07-11T09:32:54.000Z,2018-07-25T10:29:00.000Z,2018-07-05T10:29:59.000Z,Y,2018-07-11T09:35:00.000Z,,CLOSED,CLOSED,18-00354213,STANDARD,108 RITTENHOUSE STREET NE,399490.29,144200.09,38.96571386,-77.00588145,WASHINGTON,DC,20011,74631,4
-77.072421537542226,38.920030428761777,620,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-13T11:02:38.000Z,,2018-08-02T11:02:00.000Z,2018-07-13T11:02:38.000Z,Y,,,OPEN,OPEN,18-00373465,STANDARD,2248 HALL PLACE NW,393719.84,139130.47,38.92002297,-77.07241923,WASHINGTON,DC,20007,284322,3
-77.089002818316757,38.909216984527426,621,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-25T10:56:23.000Z,2018-07-03T15:04:12.000Z,2018-07-16T10:56:00.000Z,2018-06-25T10:56:23.000Z,Y,2018-07-03T15:04:00.000Z,,CLOSED,CLOSED,18-00331817,STANDARD,4645 GREENE PLACE NW,392280.75,137931.36,38.90920953,-77.08900051,WASHINGTON,DC,20007,224341,3
-76.926348874091204,38.891618846736094,622,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-17T10:19:13.000Z,2018-07-18T15:43:10.000Z,2018-08-06T10:19:00.000Z,2018-07-17T10:19:13.000Z,Y,2018-07-18T15:43:00.000Z,,CLOSED,CLOSED,18-00380732,STANDARD,5225 BLAINE STREET NE,406389.73,135976.64,38.89161139,-76.92634661,WASHINGTON,DC,20019,304577,7
-76.994729405618301,38.898394798945397,623,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-28T08:58:44.000Z,2018-07-06T13:47:37.000Z,2018-07-18T17:00:00.000Z,2018-06-28T08:58:44.000Z,Y,2018-07-06T13:47:00.000Z,,CLOSED,CLOSED,18-00340163,STANDARD,637 8TH STREET NE,400457.4,136726.26,38.89838735,-76.99472712,WASHINGTON,DC,20002,2382,6
-76.994734240465036,38.898488125802146,624,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-25T20:48:33.000Z,2018-07-06T13:49:51.000Z,2018-07-16T17:00:00.000Z,2018-06-25T20:48:33.000Z,Y,2018-07-06T13:49:00.000Z,,CLOSED,CLOSED,18-00333743,STANDARD,641 8TH STREET NE,400456.98,136736.62,38.89848067,-76.99473196,WASHINGTON,DC,20002,1964,6
-76.997257005710779,38.925790600304069,625,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-28T08:36:06.000Z,2018-07-10T13:54:25.000Z,2018-07-18T17:00:00.000Z,2018-06-28T08:36:06.000Z,Y,2018-07-10T13:54:00.000Z,,CLOSED,CLOSED,18-00340072,STANDARD,624 FRANKLIN STREET NE,400238.05,139767.41,38.92578314,-76.99725472,WASHINGTON,DC,20017,3278,5
-77.025545282210757,38.926007372796299,626,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-28T23:48:54.000Z,2018-07-03T07:08:44.000Z,2018-07-19T17:00:00.000Z,2018-06-28T23:48:54.000Z,Y,2018-07-03T07:09:00.000Z,,CLOSED,CLOSED,18-00342586,STANDARD,2801 SHERMAN AVENUE NW,397785.11,139791.78,38.92599991,-77.02554299,WASHINGTON,DC,20001,232511,1
-77.053792922571503,38.928383186310661,627,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-06T10:12:20.000Z,,2018-07-26T10:12:00.000Z,2018-07-06T10:12:20.000Z,Y,,,OPEN,OPEN,18-00357125,STANDARD,2901 CONNECTICUT AVENUE NW,395335.85,140056.58,38.92837573,-77.05379062,WASHINGTON,DC,20008,219216,3
-77.069231322760302,38.907158002229558,628,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-06T10:12:34.000Z,,2018-07-26T10:12:00.000Z,2018-07-06T10:12:34.000Z,Y,,,OPEN,OPEN,18-00357127,STANDARD,1316 35TH STREET NW,393995.41,137701.31,38.90715055,-77.06922902,WASHINGTON,DC,20007,272258,2
-77.001792274061174,38.91863674843129,629,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-11T10:41:30.000Z,2018-07-17T12:45:42.000Z,2018-07-31T10:41:00.000Z,2018-07-11T10:41:30.000Z,Y,2018-07-17T12:45:00.000Z,,CLOSED,CLOSED,18-00367656,STANDARD,2115 3RD STREET NE,399844.77,138973.27,38.91862929,-77.00178999,WASHINGTON,DC,20002,51673,5
-77.03746120207758,38.935574138668478,630,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-28T08:57:29.000Z,2018-07-03T07:10:29.000Z,2018-07-18T17:00:00.000Z,2018-06-28T08:57:29.000Z,Y,2018-07-03T07:07:00.000Z,,CLOSED,CLOSED,18-00340155,STANDARD,1626 OAK STREET NW,396752.29,140854.13,38.93556668,-77.0374589,WASHINGTON,DC,20010,234068,1
-77.037515422431966,38.935594660205524,631,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-28T08:57:27.000Z,2018-07-03T07:11:48.000Z,2018-07-18T17:00:00.000Z,2018-06-28T08:57:27.000Z,Y,2018-07-03T07:04:00.000Z,,CLOSED,CLOSED,18-00340154,STANDARD,1628 OAK STREET NW,396747.59,140856.41,38.9355872,-77.03751313,WASHINGTON,DC,20010,234067,1
-77.033848000602546,38.93371151303878,632,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-05T08:58:55.000Z,2018-07-11T07:09:17.000Z,2018-07-24T17:00:00.000Z,2018-07-05T08:58:55.000Z,Y,2018-07-11T07:09:00.000Z,,CLOSED,CLOSED,18-00353756,STANDARD,1429 MERIDIAN PLACE NW,397065.48,140647.24,38.93370405,-77.0338457,WASHINGTON,DC,20010,310299,1
-76.99242309497798,38.899779978044009,633,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-27T13:30:32.000Z,2018-07-06T12:43:03.000Z,2018-07-18T13:30:00.000Z,2018-06-27T13:30:32.000Z,Y,2018-07-06T12:43:00.000Z,,CLOSED,CLOSED,18-00338469,STANDARD,727 10TH STREET NE,400657.45,136880.04,38.89977252,-76.99242081,WASHINGTON,DC,20002,78072,6
-77.022633830734335,38.936237178113736,634,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-28T15:27:21.000Z,2018-07-03T07:15:03.000Z,2018-07-19T15:27:00.000Z,2018-06-28T15:27:21.000Z,Y,2018-07-03T07:15:00.000Z,,CLOSED,CLOSED,18-00341838,STANDARD,737 QUEBEC PLACE NW,398037.85,140927.31,38.93622972,-77.02263154,WASHINGTON,DC,20010,228416,1
-77.020166976295727,38.9323337012937,635,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-03T07:18:30.000Z,2018-07-06T07:20:24.000Z,2018-07-23T17:00:00.000Z,2018-07-03T07:18:30.000Z,Y,2018-07-06T07:20:00.000Z,,CLOSED,CLOSED,18-00349877,STANDARD,456 PARK ROAD NW,398251.63,140493.94,38.93232624,-77.02016468,WASHINGTON,DC,20010,229034,1
-76.995633562311824,38.928204689488908,636,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-17T16:59:15.000Z,,2018-08-06T16:59:00.000Z,2018-07-17T16:59:15.000Z,Y,,,OPEN,OPEN,18-00382466,STANDARD,711 IRVING STREET NE,400378.81,140035.4,38.92819723,-76.99563128,WASHINGTON,DC,20017,76949,5
-77.017241981610681,38.91133702615965,342,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-08T11:41:44.000Z,,2018-07-26T17:00:00.000Z,2018-07-08T11:41:44.000Z,Y,,,OPEN,OPEN,18-00360392,STANDARD,1604 NEW JERSEY AVENUE NW,398504.8,138163.08,38.91132957,-77.01723969,WASHINGTON,DC,20001,237298,6
-77.034385380594074,38.931616024016748,343,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-19T11:40:41.000Z,,2018-08-08T11:40:00.000Z,2018-07-19T11:40:41.000Z,Y,,,OPEN,OPEN,18-00386553,STANDARD,1450 MONROE STREET NW,397018.8,140414.64,38.93160857,-77.03438308,WASHINGTON,DC,20010,234453,1
-76.982026409189984,38.903042389302001,344,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-13T13:19:18.000Z,,2018-08-02T13:19:00.000Z,2018-07-13T13:19:18.000Z,Y,,,OPEN,OPEN,18-00374032,STANDARD,1000 BLADENSBURG ROAD NE,401559.23,137242.32,38.90303493,-76.98202413,WASHINGTON,DC,20002,76125,5
-77.001764362791732,38.913749277350277,345,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-17T09:21:34.000Z,,2018-08-06T09:21:00.000Z,2018-07-17T09:21:34.000Z,Y,,,OPEN,OPEN,18-00380493,STANDARD,1727 3RD STREET NE,399847.18,138430.72,38.91374182,-77.00176208,WASHINGTON,DC,20002,56927,5
-77.054964126884812,38.974976770783741,346,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-11T12:36:06.000Z,2018-07-17T08:23:34.000Z,2018-07-31T12:36:00.000Z,2018-07-11T12:36:06.000Z,Y,2018-07-17T08:26:00.000Z,,CLOSED,CLOSED,18-00368217,STANDARD,2770 UNICORN LANE NW,395237.41,145228.95,38.9749693,-77.05496182,WASHINGTON,DC,20015,260510,4
-77.073704748644644,38.914668045712027,347,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-20T14:40:57.000Z,,2018-08-09T14:40:00.000Z,2018-07-20T14:40:57.000Z,Y,,,OPEN,OPEN,18-00389888,STANDARD,3715 S STREET NW,393608.08,138535.29,38.91466059,-77.07370244,WASHINGTON,DC,20007,270602,2
-77.033455694929444,38.914686952859817,348,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-20T10:30:42.000Z,,2018-08-09T10:30:00.000Z,2018-07-20T10:30:42.000Z,Y,,,OPEN,OPEN,18-00388863,STANDARD,1428 SWANN STREET NW,397098.72,138535.34,38.9146795,-77.0334534,WASHINGTON,DC,20009,240066,2
-77.028790511166022,38.956025310594313,349,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-05T10:14:31.000Z,2018-07-11T09:46:14.000Z,2018-07-25T10:14:00.000Z,2018-07-05T10:14:31.000Z,Y,2018-07-11T09:48:00.000Z,,CLOSED,CLOSED,18-00354121,STANDARD,1218 KENNEDY STREET NW,397504.76,143124.12,38.95601785,-77.02878822,WASHINGTON,DC,20011,253041,4
-77.02067053885753,38.881858844549576,350,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-26T20:16:30.000Z,2018-07-18T14:10:18.000Z,2018-07-17T17:00:00.000Z,2018-06-26T20:16:30.000Z,Y,2018-07-18T14:10:00.000Z,,CLOSED,CLOSED,18-00336821,STANDARD,602 6TH PLACE SW,398206.7,134890.83,38.8818514,-77.02066825,WASHINGTON,DC,20024,5634,6
-77.031047960124056,38.968102371095917,351,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-06T14:25:05.000Z,,2018-07-26T14:25:00.000Z,2018-07-06T14:25:05.000Z,Y,,,OPEN,OPEN,18-00358301,STANDARD,1334 TEWKESBURY PLACE NW,397309.55,144464.85,38.9680949,-77.03104566,WASHINGTON,DC,20012,257450,4
-77.021846392851231,38.94110424009272,352,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-12T15:13:57.000Z,2018-07-19T08:46:03.000Z,2018-08-01T15:13:00.000Z,2018-07-12T15:13:57.000Z,Y,2018-07-19T08:47:00.000Z,,CLOSED,CLOSED,18-00371875,STANDARD,703 TAYLOR STREET NW,398106.25,141467.58,38.94109678,-77.0218441,WASHINGTON,DC,20011,249734,4
-77.017456607075843,38.944049067266228,353,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-05T11:45:23.000Z,2018-07-12T10:58:37.000Z,2018-07-25T11:45:00.000Z,2018-07-05T11:45:23.000Z,Y,2018-07-12T10:58:00.000Z,,CLOSED,CLOSED,18-00354567,STANDARD,4326 4TH STREET NW,398486.88,141794.4,38.94404161,-77.01745432,WASHINGTON,DC,20011,248107,4
-77.009630135673845,38.919374597798424,354,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-27T17:29:55.000Z,2018-07-13T14:03:49.000Z,2018-07-18T17:00:00.000Z,2018-06-27T17:29:55.000Z,Y,2018-07-13T14:03:00.000Z,,CLOSED,CLOSED,18-00339421,STANDARD,11 W STREET NW,399165.07,139055.22,38.91936714,-77.00962785,WASHINGTON,DC,20001,228038,5
-77.065926149229369,38.910468229944691,355,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-27T17:30:11.000Z,2018-07-06T11:07:44.000Z,2018-07-18T17:00:00.000Z,2018-06-27T17:30:11.000Z,Y,2018-07-06T11:07:00.000Z,,CLOSED,CLOSED,18-00339422,STANDARD,1565 33RD STREET NW,394282.35,138068.56,38.91046078,-77.06592384,WASHINGTON,DC,20007,272717,2
-76.988026563541169,38.905497033693436,356,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-27T20:12:07.000Z,2018-07-10T13:59:34.000Z,2018-07-18T17:00:00.000Z,2018-06-27T20:12:07.000Z,Y,2018-07-10T13:59:00.000Z,,CLOSED,CLOSED,18-00339651,STANDARD,1200 OATES STREET NE,401038.74,137514.72,38.90548958,-76.98802428,WASHINGTON,DC,20002,285911,5
-77.01243006730283,38.913479099853632,357,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-07T20:10:09.000Z,2018-07-18T16:11:03.000Z,2018-07-26T17:00:00.000Z,2018-07-07T20:10:09.000Z,Y,2018-07-18T16:11:00.000Z,,CLOSED,CLOSED,18-00360147,STANDARD,1720 1ST STREET NW,398922.17,138400.8,38.91347164,-77.01242778,WASHINGTON,DC,20001,226966,5
-76.987419505875692,38.886828751829036,358,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-25T11:04:25.000Z,2018-07-10T13:03:23.000Z,2018-07-16T11:04:00.000Z,2018-06-25T11:04:25.000Z,Y,2018-07-10T13:03:00.000Z,,CLOSED,CLOSED,18-00331845,STANDARD,234 KENTUCKY AVENUE SE,401091.68,135442.4,38.8868213,-76.98741723,WASHINGTON,DC,20003,48131,6
-77.019237702673308,38.938649758304628,359,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-13T15:14:34.000Z,,2018-08-02T15:14:00.000Z,2018-07-13T15:14:34.000Z,Y,,,OPEN,OPEN,18-00374501,STANDARD,3832 5TH STREET NW,398332.35,141195.06,38.9386423,-77.01923541,WASHINGTON,DC,20011,247801,4
-77.017432031565704,38.943555777129646,360,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-27T09:25:14.000Z,2018-07-06T11:49:36.000Z,2018-07-18T09:25:00.000Z,2018-06-27T09:25:14.000Z,Y,2018-07-06T11:49:00.000Z,,CLOSED,CLOSED,18-00337372,STANDARD,4308 4TH STREET NW,398489,141739.64,38.94354832,-77.01742974,WASHINGTON,DC,20011,248116,4
-76.939619537116684,38.880405346057792,361,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-12T21:13:07.000Z,2018-07-18T15:53:27.000Z,2018-08-01T17:00:00.000Z,2018-07-12T21:13:07.000Z,Y,2018-07-18T15:53:00.000Z,,CLOSED,CLOSED,18-00372599,STANDARD,4394 G STREET SE,405239.27,134731.01,38.88039789,-76.93961727,WASHINGTON,DC,20019,278500,7
-76.931048746484592,38.895760071935946,362,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-20T18:42:49.000Z,,2018-08-09T17:00:00.000Z,2018-07-20T18:42:49.000Z,Y,,,OPEN,OPEN,18-00390415,STANDARD,4940 EADS PLACE NE,405981.65,136436.03,38.89575262,-76.93104648,WASHINGTON,DC,20019,152242,7
-77.000579336771494,38.894081260185807,363,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-24T07:48:42.000Z,2018-06-26T08:30:58.000Z,2018-07-13T17:00:00.000Z,2018-06-24T07:48:42.000Z,Y,2018-06-26T08:30:00.000Z,,CLOSED,CLOSED,18-00330530,STANDARD,,399949.93999791,136247.41001187,38.8940738065712,-77.0005770534183,,,20002,901225,6
-77.007499412509262,38.910941690768801,364,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-25T09:48:53.000Z,2018-07-06T12:35:19.000Z,2018-07-16T09:48:00.000Z,2018-06-25T09:48:53.000Z,Y,2018-07-06T12:35:00.000Z,,CLOSED,CLOSED,18-00331538,STANDARD,37 Q STREET NE,399349.77,138119.08,38.91093423,-77.00749713,WASHINGTON,DC,20002,31901,5
-77.037888289208155,38.913191296418546,365,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-25T09:48:30.000Z,2018-07-02T15:42:47.000Z,2018-07-16T09:48:00.000Z,2018-06-25T09:48:30.000Z,Y,2018-07-02T15:42:00.000Z,,CLOSED,CLOSED,18-00331535,STANDARD,1628 RIGGS PLACE NW,396714.23,138369.46,38.91318384,-77.03788599,WASHINGTON,DC,20009,241942,2
-77.039045166814219,38.930744177258056,366,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-30T18:18:24.000Z,2018-07-05T07:08:00.000Z,2018-07-20T17:00:00.000Z,2018-06-30T18:18:24.000Z,Y,2018-07-05T07:08:00.000Z,,CLOSED,CLOSED,18-00346338,STANDARD,1701 KILBOURNE PLACE NW,396614.73,140318.02,38.93073672,-77.03904287,WASHINGTON,DC,20010,233165,1
-77.065053626713876,38.906488470178125,367,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-13T16:51:02.000Z,2018-07-20T11:09:37.000Z,2018-08-02T16:51:00.000Z,2018-07-13T16:51:02.000Z,Y,2018-07-20T11:09:00.000Z,,CLOSED,CLOSED,18-00374853,STANDARD,1241 POTOMAC STREET NW,394357.71,137626.72,38.90648102,-77.06505132,WASHINGTON,DC,20007,272157,2
-77.003336039177711,38.917932082929781,368,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-03T13:33:54.000Z,2018-07-10T10:40:15.000Z,2018-07-24T13:33:00.000Z,2018-07-03T13:33:54.000Z,Y,2018-07-10T10:40:00.000Z,,CLOSED,CLOSED,18-00351443,STANDARD,2039 2ND STREET NE,399710.89,138895.05,38.91792463,-77.00333375,WASHINGTON,DC,20002,52338,5
-77.014368123144621,38.91363084824372,369,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-27T12:54:01.000Z,2018-07-13T14:51:58.000Z,2018-07-18T12:54:00.000Z,2018-06-27T12:54:01.000Z,Y,2018-07-13T14:51:00.000Z,,CLOSED,CLOSED,18-00338289,STANDARD,1712 2ND STREET NW,398754.09,138417.67,38.91362339,-77.01436583,WASHINGTON,DC,20001,230067,5
-77.010403826540752,38.915003868841694,370,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-26T22:25:33.000Z,2018-07-18T15:31:15.000Z,2018-07-17T17:00:00.000Z,2018-06-26T22:25:33.000Z,Y,2018-07-18T15:31:00.000Z,,CLOSED,CLOSED,18-00336906,STANDARD,39 SEATON PLACE NW,399097.92,138570.04,38.91499641,-77.01040154,WASHINGTON,DC,20001,242963,5
-77.036857279640842,38.985986341852133,371,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-13T16:32:35.000Z,,2018-08-02T16:32:00.000Z,2018-07-13T16:32:35.000Z,Y,,,OPEN,OPEN,18-00374792,STANDARD,1601 KALMIA ROAD NW,396806.91,146450.33,38.98597887,-77.03685498,WASHINGTON,DC,20012,303451,4
-76.954563652923866,38.894415554640865,372,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-12T20:56:53.000Z,2018-07-13T09:35:16.000Z,2018-08-01T17:00:00.000Z,2018-07-12T20:56:53.000Z,Y,2018-07-13T09:35:00.000Z,,CLOSED,CLOSED,18-00372545,STANDARD,327 36TH STREET NE,403941.83,136285.5,38.8944081,-76.95456138,WASHINGTON,DC,20019,37305,7
-77.031436732386751,38.934396277131654,373,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-13T11:52:00.000Z,2018-07-18T15:15:39.000Z,2018-08-02T11:52:00.000Z,2018-07-13T11:52:00.000Z,Y,2018-07-18T15:16:00.000Z,,CLOSED,CLOSED,18-00373679,STANDARD,1348 OTIS PLACE NW,397274.57,140723.18,38.93438882,-77.03143444,WASHINGTON,DC,20010,230787,1
-77.03344856332555,38.92136167802682,374,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-11T13:27:54.000Z,2018-07-17T07:08:15.000Z,2018-07-31T13:27:00.000Z,2018-07-11T13:27:54.000Z,Y,2018-07-17T07:08:00.000Z,,CLOSED,CLOSED,18-00368473,STANDARD,1428 CHAPIN STREET NW,397099.61,139276.29,38.92135422,-77.03344627,WASHINGTON,DC,20009,234164,1
-77.022568355158114,38.942186359000431,375,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-10T16:25:33.000Z,2018-07-13T09:48:17.000Z,2018-07-30T16:25:00.000Z,2018-07-10T16:25:33.000Z,Y,2018-07-13T09:50:00.000Z,,CLOSED,CLOSED,18-00366337,STANDARD,723 UPSHUR STREET NW,398043.69,141587.72,38.9421789,-77.02256606,WASHINGTON,DC,20011,249770,4
-77.03360806681232,38.914310180468419,376,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-13T12:17:48.000Z,2018-07-18T15:25:49.000Z,2018-08-02T12:17:00.000Z,2018-07-13T12:17:48.000Z,Y,2018-07-18T15:25:00.000Z,,CLOSED,CLOSED,18-00373794,STANDARD,1441 S STREET NW,397085.49,138493.52,38.91430272,-77.03360577,WASHINGTON,DC,20009,226171,2
-77.016422670805284,38.94694168708439,377,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-19T12:53:15.000Z,,2018-08-08T12:53:00.000Z,2018-07-19T12:53:15.000Z,Y,,,OPEN,OPEN,18-00386857,STANDARD,,398576.57,142115.49,38.946933890102,-77.0164203792845,,,20011,,4
-76.992451747964296,38.891554619901683,378,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-11T13:28:18.000Z,,2018-07-31T13:28:00.000Z,2018-07-11T13:28:18.000Z,Y,,,OPEN,OPEN,18-00368475,STANDARD,121 10TH STREET NE,400655.04,135966.96,38.89154717,-76.99244947,WASHINGTON,DC,20002,71757,6
-77.013853085870736,38.916136939463144,379,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-27T06:42:07.000Z,2018-07-18T15:32:34.000Z,2018-07-17T17:00:00.000Z,2018-06-27T06:42:07.000Z,Y,2018-07-18T15:32:00.000Z,,CLOSED,CLOSED,18-00336973,STANDARD,154 THOMAS STREET NW,398798.8,138695.86,38.91612948,-77.0138508,WASHINGTON,DC,20001,227426,5
-77.034260728717513,38.911743064522852,380,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-03T14:26:44.000Z,2018-07-13T15:06:37.000Z,2018-07-24T14:26:00.000Z,2018-07-03T14:26:44.000Z,Y,2018-07-13T15:06:00.000Z,,CLOSED,CLOSED,18-00351677,STANDARD,1458 CORCORAN STREET NW,397028.78,138208.57,38.91173561,-77.03425843,WASHINGTON,DC,20009,218296,2
